client_id,client_type,gender,country,region,acquisition_purpose,loan_applied,referral_channel,satisfaction_score,age,cohort_label,kmeans_cluster,agglomerative_cluster
C2_20321,Individual,Female,United States,Northeast,Personal Use,Yes,Social Media,4,26,C2_First_Time_Buyer,0,0
C2_20831,Individual,Other,Australia,New South Wales,Investment,Yes,Digital,3,31,C2_First_Time_Buyer,0,0
C2_21178,Individual,Other,United States,Southeast,Personal Use,Yes,Friend Referral,4,27,C2_First_Time_Buyer,0,0
C2_20417,Individual,Male,United States,West Coast,Personal Use,Yes,Agent,3,26,C2_First_Time_Buyer,0,0
C2_20782,Individual,Female,Canada,Ontario,Personal Use,Yes,Digital,3,27,C2_First_Time_Buyer,0,0
NX_50315,Individual,Female,Australia,Western Australia,Investment,Yes,Friend Referral,5,70,Noise,1,1
NX_50301,Corporate,Not Applicable,Germany,Hamburg,Investment,Yes,Direct,3,25,Noise,0,0
C4_40618,Individual,Male,Monaco,La Condamine,Investment,No,Corporate Partnership,4,57,C4_Luxury_Investor,1,1
C2_20652,Individual,Female,United States,Southeast,Personal Use,Yes,Digital,5,29,C2_First_Time_Buyer,0,0
C2_20483,Individual,Other,United Kingdom,London,Personal Use,No,Digital,5,33,C2_First_Time_Buyer,0,0
C2_21275,Individual,Other,United States,Southeast,Investment,Yes,Social Media,3,23,C2_First_Time_Buyer,0,0
C1_10877,Corporate,Not Applicable,Germany,North Rhine-Westphalia,Investment,No,Corporate Partnership,5,39,C1_Global_Investor,1,1
C4_40025,Individual,Other,Monaco,Monte Carlo,Investment,No,Corporate Partnership,5,42,C4_Luxury_Investor,1,1
C2_21016,Individual,Female,United States,Northeast,Investment,Yes,Digital,4,23,C2_First_Time_Buyer,0,0
C1_10426,Individual,Male,Canada,Ontario,Investment,No,Direct,5,41,C1_Global_Investor,1,1
C1_10626,Individual,Female,Singapore,West Region,Investment,No,Direct,4,50,C1_Global_Investor,1,1
C2_20589,Individual,Other,United Kingdom,South East,Personal Use,Yes,Agent,1,31,C2_First_Time_Buyer,0,0
C2_21223,Individual,Male,Australia,Victoria,Personal Use,No,Social Media,4,26,C2_First_Time_Buyer,0,0
C2_21217,Individual,Male,United Kingdom,London,Personal Use,Yes,Digital,4,29,C2_First_Time_Buyer,0,0
NX_50083,Individual,Other,Japan,Kyoto,Personal Use,No,Agent,1,29,Noise,0,0
C2_20485,Individual,Female,United States,West Coast,Personal Use,No,Direct,4,23,C2_First_Time_Buyer,0,0
C2_20739,Individual,Male,United Kingdom,London,Personal Use,Yes,Digital,3,32,C2_First_Time_Buyer,0,0
C2_21480,Individual,Female,United Kingdom,South East,Personal Use,Yes,Agent,4,33,C2_First_Time_Buyer,0,0
C3_30084,Corporate,Not Applicable,Singapore,West Region,Investment,No,Corporate Partnership,4,36,C3_Corporate_Buyer,1,1
C3_30393,Corporate,Not Applicable,Germany,North Rhine-Westphalia,Investment,No,Agent,4,32,C3_Corporate_Buyer,1,1
C1_10149,Individual,Other,Canada,Alberta,Investment,No,Direct,5,30,C1_Global_Investor,1,1
C1_10676,Individual,Other,Australia,New South Wales,Investment,No,Direct,4,46,C1_Global_Investor,1,1
C2_20261,Individual,Male,United States,Northeast,Personal Use,Yes,Friend Referral,2,31,C2_First_Time_Buyer,0,0
NX_50517,Corporate,Not Applicable,Japan,Tokyo,Investment,No,Direct,5,47,Noise,1,1
C1_10012,Corporate,Not Applicable,Hong Kong,New Territories,Investment,No,Agent,5,42,C1_Global_Investor,1,1
C2_20833,Individual,Female,United Kingdom,London,Personal Use,Yes,Digital,1,34,C2_First_Time_Buyer,0,0
C3_30748,Corporate,Not Applicable,United Kingdom,London,Investment,Yes,Agent,4,40,C3_Corporate_Buyer,1,1
C2_20491,Individual,Female,United Kingdom,North West,Personal Use,No,Agent,2,35,C2_First_Time_Buyer,0,0
C3_30227,Corporate,Not Applicable,Germany,Bavaria,Investment,No,Agent,3,38,C3_Corporate_Buyer,1,1
C4_40186,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Direct,5,63,C4_Luxury_Investor,1,1
C2_20424,Individual,Other,United States,Southeast,Personal Use,No,Agent,3,32,C2_First_Time_Buyer,0,0
NX_50205,Individual,Male,Germany,North Rhine-Westphalia,Personal Use,Yes,Agent,2,46,Noise,0,0
NX_50195,Individual,Male,Japan,Kyoto,Personal Use,No,Corporate Partnership,2,69,Noise,1,0
C1_10731,Corporate,Not Applicable,Singapore,North Region,Investment,No,Corporate Partnership,4,42,C1_Global_Investor,1,1
C2_20231,Individual,Female,United States,Midwest,Personal Use,Yes,Agent,3,28,C2_First_Time_Buyer,0,0
C2_20634,Individual,Other,Canada,Ontario,Personal Use,Yes,Digital,4,31,C2_First_Time_Buyer,0,0
C4_40436,Corporate,Not Applicable,UAE,Dubai,Investment,Yes,Friend Referral,4,36,C4_Luxury_Investor,1,1
C2_20210,Individual,Female,United States,Northeast,Personal Use,No,Digital,3,32,C2_First_Time_Buyer,0,0
C3_30768,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,Yes,Agent,5,54,C3_Corporate_Buyer,1,1
C2_20934,Individual,Male,United States,Southeast,Personal Use,Yes,Agent,3,23,C2_First_Time_Buyer,0,0
C1_10553,Corporate,Not Applicable,Germany,Bavaria,Investment,No,Agent,5,50,C1_Global_Investor,1,1
C1_10491,Corporate,Not Applicable,Australia,Western Australia,Investment,No,Corporate Partnership,4,32,C1_Global_Investor,1,1
C3_30462,Corporate,Not Applicable,United Kingdom,Scotland,Investment,No,Corporate Partnership,4,59,C3_Corporate_Buyer,1,1
C2_21329,Individual,Other,United Kingdom,London,Personal Use,Yes,Agent,4,35,C2_First_Time_Buyer,0,0
C2_21195,Individual,Male,Australia,Victoria,Personal Use,Yes,Digital,5,32,C2_First_Time_Buyer,0,0
C3_30564,Corporate,Not Applicable,Germany,Berlin,Personal Use,Yes,Corporate Partnership,5,54,C3_Corporate_Buyer,1,1
C1_10657,Individual,Other,Japan,Nagoya,Investment,Yes,Direct,5,59,C1_Global_Investor,1,1
C2_21374,Individual,Male,United States,Southeast,Personal Use,Yes,Friend Referral,3,31,C2_First_Time_Buyer,0,0
C2_21225,Individual,Other,United States,West Coast,Personal Use,Yes,Social Media,5,23,C2_First_Time_Buyer,0,0
C4_40764,Individual,Other,France,Northeast,Personal Use,No,Direct,5,47,C4_Luxury_Investor,1,1
C2_20170,Individual,Other,United States,Southeast,Personal Use,Yes,Digital,3,26,C2_First_Time_Buyer,0,0
C1_10132,Individual,Other,Hong Kong,New Territories,Investment,No,Direct,5,32,C1_Global_Investor,1,1
C1_10471,Corporate,Not Applicable,Singapore,Northeast,Investment,No,Direct,5,30,C1_Global_Investor,1,1
C3_30725,Corporate,Not Applicable,United States,Midwest,Investment,Yes,Direct,4,44,C3_Corporate_Buyer,1,1
C2_20405,Individual,Male,United States,Southwest,Personal Use,Yes,Digital,4,32,C2_First_Time_Buyer,0,0
C3_30376,Corporate,Not Applicable,United Kingdom,Scotland,Investment,Yes,Corporate Partnership,5,49,C3_Corporate_Buyer,1,1
NX_50104,Individual,Other,UAE,Abu Dhabi,Investment,Yes,Corporate Partnership,5,33,Noise,1,1
NX_50292,Individual,Male,Monaco,Fontvieille,Investment,No,Corporate Partnership,2,74,Noise,1,0
C3_30326,Corporate,Not Applicable,United Kingdom,South East,Investment,Yes,Corporate Partnership,3,45,C3_Corporate_Buyer,1,1
C1_10287,Individual,Female,Australia,Queensland,Investment,No,Digital,3,39,C1_Global_Investor,0,0
C2_20869,Individual,Other,United States,Southwest,Personal Use,Yes,Digital,4,34,C2_First_Time_Buyer,0,0
C3_30614,Corporate,Not Applicable,United Kingdom,Scotland,Investment,No,Agent,3,39,C3_Corporate_Buyer,1,1
C4_40125,Corporate,Not Applicable,Monaco,Les Moneghetti,Investment,No,Corporate Partnership,5,46,C4_Luxury_Investor,1,1
C2_21312,Individual,Female,United States,Northeast,Personal Use,Yes,Social Media,4,28,C2_First_Time_Buyer,0,0
NX_50523,Individual,Other,Japan,Kyoto,Personal Use,Yes,Agent,2,62,Noise,1,0
C2_20618,Individual,Other,United Kingdom,London,Personal Use,Yes,Direct,5,32,C2_First_Time_Buyer,0,0
C1_10994,Individual,Other,Hong Kong,New Territories,Investment,No,Corporate Partnership,4,58,C1_Global_Investor,1,1
C2_20803,Individual,Male,Australia,Western Australia,Personal Use,Yes,Social Media,3,27,C2_First_Time_Buyer,0,0
C3_30142,Corporate,Not Applicable,UAE,Northeast,Investment,No,Direct,5,35,C3_Corporate_Buyer,1,1
NX_50402,Individual,Other,United States,Southwest,Investment,No,Friend Referral,3,63,Noise,1,0
C4_40035,Individual,Other,United States,West Coast,Investment,No,Direct,5,45,C4_Luxury_Investor,1,1
NX_50431,Corporate,Not Applicable,Canada,Ontario,Personal Use,No,Agent,3,32,Noise,0,1
C4_40411,Individual,Female,UAE,Sharjah,Investment,No,Agent,4,64,C4_Luxury_Investor,1,1
C2_21107,Individual,Female,United States,Midwest,Personal Use,Yes,Friend Referral,4,28,C2_First_Time_Buyer,0,0
C3_30544,Corporate,Not Applicable,UAE,Dubai,Personal Use,Yes,Corporate Partnership,3,58,C3_Corporate_Buyer,1,1
C1_10416,Individual,Other,Hong Kong,New Territories,Investment,No,Direct,5,38,C1_Global_Investor,1,1
C1_10977,Individual,Female,Australia,Victoria,Personal Use,No,Direct,4,35,C1_Global_Investor,0,1
C2_21417,Individual,Female,United States,West Coast,Personal Use,No,Friend Referral,4,28,C2_First_Time_Buyer,0,0
C1_10505,Individual,Female,Canada,Alberta,Investment,No,Corporate Partnership,5,45,C1_Global_Investor,1,1
C4_40652,Individual,Female,France,Île-de-France,Investment,No,Agent,5,56,C4_Luxury_Investor,1,1
C4_40755,Individual,Other,Singapore,East Region,Investment,No,Agent,5,65,C4_Luxury_Investor,1,1
C4_40441,Individual,Male,Singapore,Central Region,Investment,No,Direct,5,60,C4_Luxury_Investor,1,1
C1_10414,Corporate,Not Applicable,Singapore,East Region,Investment,No,Corporate Partnership,3,44,C1_Global_Investor,1,1
C4_40648,Individual,Male,France,French Riviera,Investment,No,Direct,4,51,C4_Luxury_Investor,1,1
C2_20183,Individual,Male,United States,Northeast,Personal Use,Yes,Friend Referral,5,35,C2_First_Time_Buyer,0,0
C1_10485,Corporate,Not Applicable,United Kingdom,South East,Personal Use,No,Direct,5,47,C1_Global_Investor,1,1
C1_10893,Individual,Female,UAE,Ras Al Khaimah,Investment,No,Agent,5,59,C1_Global_Investor,1,1
C1_10805,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Agent,4,43,C1_Global_Investor,1,1
C1_10555,Individual,Female,Hong Kong,Northeast,Investment,No,Corporate Partnership,5,35,C1_Global_Investor,1,1
C4_40325,Corporate,Not Applicable,Switzerland,Basel,Investment,No,Agent,5,63,C4_Luxury_Investor,1,1
C2_20197,Individual,Female,United States,West Coast,Personal Use,Yes,Agent,4,22,C2_First_Time_Buyer,0,0
C4_40753,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Direct,5,46,C4_Luxury_Investor,1,1
C4_40558,Individual,Female,Monaco,Les Moneghetti,Investment,No,Corporate Partnership,4,37,C4_Luxury_Investor,1,1
C2_20293,Individual,Female,United States,Northeast,Personal Use,No,Friend Referral,5,29,C2_First_Time_Buyer,0,0
C2_21221,Individual,Female,United Kingdom,North West,Personal Use,Yes,Friend Referral,2,28,C2_First_Time_Buyer,0,0
C4_40004,Corporate,Not Applicable,France,French Riviera,Investment,No,Friend Referral,5,47,C4_Luxury_Investor,1,1
C4_40154,Individual,Male,Switzerland,Zurich,Investment,No,Direct,5,54,C4_Luxury_Investor,1,1
NX_50358,Individual,Female,Canada,Alberta,Personal Use,Yes,Corporate Partnership,1,25,Noise,0,0
C3_30506,Corporate,Not Applicable,United Kingdom,Scotland,Investment,No,Agent,4,39,C3_Corporate_Buyer,1,1
C2_21093,Individual,Male,United States,Southwest,Personal Use,Yes,Friend Referral,3,26,C2_First_Time_Buyer,0,0
C2_21187,Individual,Male,Australia,Western Australia,Personal Use,Yes,Digital,4,32,C2_First_Time_Buyer,0,0
C3_30536,Corporate,Not Applicable,United States,Southwest,Investment,Yes,Agent,3,37,C3_Corporate_Buyer,0,0
C4_40418,Individual,Other,Monaco,Les Moneghetti,Investment,No,Friend Referral,5,56,C4_Luxury_Investor,1,1
C2_20272,Individual,Other,United States,Northeast,Personal Use,Yes,Friend Referral,4,24,C2_First_Time_Buyer,0,0
C1_10290,Individual,Male,Hong Kong,Hong Kong Island,Investment,No,Corporate Partnership,4,34,C1_Global_Investor,1,1
NX_50427,Individual,Female,Switzerland,Basel,Personal Use,Yes,Digital,5,43,Noise,1,1
C1_10252,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Agent,4,52,C1_Global_Investor,1,1
C3_30745,Corporate,Not Applicable,United States,Midwest,Investment,No,Agent,5,52,C3_Corporate_Buyer,1,1
C1_10350,Individual,Male,Japan,Tokyo,Investment,No,Agent,4,45,C1_Global_Investor,1,1
C2_20187,Individual,Male,United States,Southeast,Personal Use,Yes,Agent,4,26,C2_First_Time_Buyer,0,0
C2_20961,Individual,Female,Australia,Victoria,Personal Use,Yes,Digital,3,26,C2_First_Time_Buyer,0,0
C1_10422,Individual,Female,Australia,Victoria,Investment,No,Corporate Partnership,5,53,C1_Global_Investor,1,1
C1_10090,Individual,Other,Singapore,East Region,Investment,No,Agent,5,35,C1_Global_Investor,1,1
C4_40229,Individual,Female,United Kingdom,London,Investment,No,Corporate Partnership,5,36,C4_Luxury_Investor,1,1
C2_21236,Corporate,Male,United Kingdom,Midlands,Personal Use,Yes,Agent,4,31,C2_First_Time_Buyer,0,0
C1_10670,Individual,Female,United Kingdom,North West,Investment,No,Direct,5,35,C1_Global_Investor,1,1
C3_30540,Corporate,Not Applicable,UAE,Dubai,Personal Use,No,Corporate Partnership,4,54,C3_Corporate_Buyer,1,1
C1_10026,Individual,Male,Canada,Alberta,Investment,No,Corporate Partnership,4,50,C1_Global_Investor,1,1
C1_10429,Individual,Male,United Kingdom,South East,Investment,No,Digital,3,55,C1_Global_Investor,1,1
C1_10683,Corporate,Not Applicable,UAE,Northeast,Investment,No,Agent,5,33,C1_Global_Investor,1,1
NX_50063,Individual,Female,Monaco,Monte Carlo,Personal Use,No,Direct,2,62,Noise,1,0
C4_40445,Corporate,Not Applicable,United States,Southwest,Investment,No,Agent,5,51,C4_Luxury_Investor,1,1
C4_40023,Individual,Male,UAE,Dubai,Investment,No,Agent,5,54,C4_Luxury_Investor,1,1
C2_20541,Individual,Male,United States,West Coast,Personal Use,Yes,Agent,5,22,C2_First_Time_Buyer,0,0
C2_21031,Individual,Female,United States,Southeast,Personal Use,Yes,Digital,3,29,C2_First_Time_Buyer,0,0
C2_21232,Individual,Other,United States,Midwest,Personal Use,No,Friend Referral,4,30,C2_First_Time_Buyer,0,0
C4_40620,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Direct,5,55,C4_Luxury_Investor,1,1
C3_30735,Corporate,Not Applicable,Germany,Hamburg,Investment,No,Agent,5,34,C3_Corporate_Buyer,1,1
C1_10254,Individual,Male,Japan,Kyoto,Investment,No,Corporate Partnership,5,41,C1_Global_Investor,1,1
C2_20029,Individual,Other,Australia,Victoria,Personal Use,Yes,Direct,5,35,C2_First_Time_Buyer,0,0
C4_40892,Individual,Male,Monaco,Les Moneghetti,Investment,No,Agent,5,35,C4_Luxury_Investor,1,1
C4_40300,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Direct,5,68,C4_Luxury_Investor,1,1
C4_40810,Individual,Other,Switzerland,Geneva,Investment,No,Direct,5,45,C4_Luxury_Investor,1,1
C3_30009,Corporate,Not Applicable,United Kingdom,Scotland,Investment,Yes,Agent,4,55,C3_Corporate_Buyer,1,1
C2_21292,Individual,Other,Australia,New South Wales,Personal Use,No,Friend Referral,4,30,C2_First_Time_Buyer,0,0
C2_20323,Individual,Male,United States,Midwest,Personal Use,Yes,Digital,2,32,C2_First_Time_Buyer,0,0
C2_20550,Individual,Other,United States,Midwest,Personal Use,Yes,Direct,4,28,C2_First_Time_Buyer,0,0
NX_50247,Individual,Other,Japan,Kyoto,Investment,Yes,Direct,1,45,Noise,0,0
C1_10315,Corporate,Not Applicable,Australia,Western Australia,Investment,No,Direct,5,30,C1_Global_Investor,1,1
C2_20242,Individual,Other,United States,Northeast,Personal Use,Yes,Digital,3,35,C2_First_Time_Buyer,0,0
C2_21450,Individual,Female,United Kingdom,North West,Personal Use,Yes,Friend Referral,4,34,C2_First_Time_Buyer,0,0
C2_20578,Individual,Other,United States,Northeast,Personal Use,No,Digital,4,27,C2_First_Time_Buyer,0,0
NX_50225,Individual,Other,Singapore,North Region,Personal Use,No,Agent,1,40,Noise,0,0
C3_30616,Corporate,Not Applicable,Singapore,Central Region,Investment,Yes,Agent,3,34,C3_Corporate_Buyer,0,1
C1_10069,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Direct,4,38,C1_Global_Investor,1,1
C1_10859,Individual,Male,Canada,Ontario,Investment,Yes,Direct,5,64,C1_Global_Investor,1,1
C3_30253,Corporate,Not Applicable,United Kingdom,North West,Investment,No,Direct,5,56,C3_Corporate_Buyer,1,1
C2_20632,Individual,Female,United States,Northeast,Personal Use,Yes,Digital,4,28,C2_First_Time_Buyer,0,0
C2_20650,Individual,Female,United States,West Coast,Personal Use,Yes,Friend Referral,2,32,C2_First_Time_Buyer,0,0
C4_40360,Individual,Male,UAE,Ras Al Khaimah,Investment,No,Direct,4,62,C4_Luxury_Investor,1,1
C3_30606,Corporate,Not Applicable,Germany,Hamburg,Investment,No,Agent,4,58,C3_Corporate_Buyer,1,1
C2_20074,Individual,Male,United States,West Coast,Personal Use,Yes,Social Media,5,34,C2_First_Time_Buyer,0,0
C4_40501,Individual,Female,United States,Southwest,Investment,No,Corporate Partnership,4,39,C4_Luxury_Investor,1,1
C1_10787,Individual,Female,Australia,Victoria,Personal Use,No,Corporate Partnership,4,38,C1_Global_Investor,0,1
C3_30105,Corporate,Not Applicable,Singapore,East Region,Investment,No,Corporate Partnership,3,33,C3_Corporate_Buyer,1,1
C4_40130,Corporate,Not Applicable,Switzerland,Zug,Investment,No,Direct,4,40,C4_Luxury_Investor,1,1
C2_21121,Individual,Other,United States,West Coast,Personal Use,Yes,Digital,4,32,C2_First_Time_Buyer,0,0
C2_20874,Individual,Male,United States,Midwest,Personal Use,No,Friend Referral,4,30,C2_First_Time_Buyer,0,0
C1_10811,Corporate,Not Applicable,UAE,Dubai,Investment,Yes,Direct,5,60,C1_Global_Investor,1,1
C1_10387,Individual,Female,Japan,Nagoya,Investment,No,Direct,5,34,C1_Global_Investor,1,1
C3_30382,Corporate,Not Applicable,United Kingdom,South East,Personal Use,Yes,Direct,2,56,C3_Corporate_Buyer,1,1
C2_20175,Individual,Male,Australia,Western Australia,Personal Use,No,Social Media,4,35,C2_First_Time_Buyer,0,0
C3_30697,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Corporate Partnership,5,43,C3_Corporate_Buyer,1,1
C3_30123,Corporate,Not Applicable,United Kingdom,Midlands,Investment,Yes,Direct,4,32,C3_Corporate_Buyer,1,1
C2_20351,Individual,Female,United States,Southeast,Personal Use,Yes,Digital,4,22,C2_First_Time_Buyer,0,0
C1_10410,Individual,Female,United Kingdom,Midlands,Investment,No,Direct,5,52,C1_Global_Investor,1,1
C4_40712,Corporate,Not Applicable,Monaco,Les Moneghetti,Investment,No,Direct,5,41,C4_Luxury_Investor,1,1
C1_10109,Individual,Other,Hong Kong,Kowloon,Investment,No,Direct,4,63,C1_Global_Investor,1,1
NX_50595,Individual,Male,United Kingdom,South East,Investment,Yes,Social Media,1,25,Noise,0,0
C3_30929,Corporate,Not Applicable,United Kingdom,Midlands,Investment,No,Agent,3,40,C3_Corporate_Buyer,1,1
C3_30309,Corporate,Not Applicable,UAE,Dubai,Investment,No,Direct,4,49,C3_Corporate_Buyer,1,1
C3_30094,Corporate,Not Applicable,UAE,Ras Al Khaimah,Investment,No,Direct,4,36,C3_Corporate_Buyer,1,1
C3_30336,Corporate,Not Applicable,UAE,Abu Dhabi,Investment,No,Agent,2,34,C3_Corporate_Buyer,0,1
C2_21372,Individual,Male,United States,Southwest,Personal Use,Yes,Agent,5,33,C2_First_Time_Buyer,0,0
C2_20235,Individual,Female,United States,Southeast,Personal Use,Yes,Agent,2,32,C2_First_Time_Buyer,0,0
C2_21146,Individual,Female,United States,Southeast,Investment,Yes,Agent,5,24,C2_First_Time_Buyer,0,0
NX_50575,Individual,Other,Japan,Kyoto,Personal Use,Yes,Agent,4,68,Noise,1,0
C1_10599,Individual,Female,United Kingdom,South East,Investment,No,Agent,4,48,C1_Global_Investor,1,1
C2_20434,Individual,Male,United Kingdom,London,Personal Use,Yes,Friend Referral,5,25,C2_First_Time_Buyer,0,0
NX_50596,Corporate,Not Applicable,Saudi Arabia,Eastern Province,Investment,Yes,Corporate Partnership,5,28,Noise,1,1
C1_10538,Individual,Other,Japan,Tokyo,Investment,Yes,Agent,5,51,C1_Global_Investor,1,1
C1_10721,Individual,Other,Australia,New South Wales,Investment,No,Direct,5,59,C1_Global_Investor,1,1
NX_50010,Corporate,Not Applicable,Saudi Arabia,Eastern Province,Personal Use,Yes,Direct,2,36,Noise,0,0
C2_20872,Individual,Male,United States,Southeast,Personal Use,Yes,Agent,3,35,C2_First_Time_Buyer,0,0
C3_30345,Corporate,Not Applicable,UAE,Sharjah,Investment,No,Agent,3,38,C3_Corporate_Buyer,1,1
C2_21053,Individual,Other,United States,Midwest,Personal Use,Yes,Friend Referral,3,28,C2_First_Time_Buyer,0,0
C3_30407,Corporate,Not Applicable,United Kingdom,London,Investment,No,Corporate Partnership,5,51,C3_Corporate_Buyer,1,1
C2_21254,Individual,Male,United Kingdom,Midlands,Personal Use,Yes,Digital,4,26,C2_First_Time_Buyer,0,0
