client_id,cohort_label,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
C4_40577,C4_Luxury_Investor,Individual,,United States,Northeast,1960-06-10,Investment,No,Agent,5
C2_20321,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1997-04-12,Personal Use,Yes,Social Media,4
C2_20831,C2_First_Time_Buyer,Individual,,Australia,New South Wales,1992-03-10,Investment,Yes,Digital,3
C2_21178,C2_First_Time_Buyer,Individual,,United States,Southeast,1996-04-18,Personal Use,Yes,Friend Referral,4
C2_20417,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1997-09-15,Personal Use,Yes,,3
C2_20782,C2_First_Time_Buyer,Individual,Female,Canada,Ontario,1996-09-22,Personal Use,Yes,Digital,3
NX_50315,Noise,Individual,Female,Australia,Western Australia,1953-01-09,Investment,Yes,Friend Referral,5
NX_50301,Noise,Corporate,Not Applicable,Germany,Hamburg,1998-02-13,Investment,Yes,Direct,3
C4_40618,C4_Luxury_Investor,Individual,Male,Monaco,La Condamine,1966-01-15,Investment,No,Corporate Partnership,4
C2_20652,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1994-10-06,Personal Use,Yes,Digital,5
C2_20483,C2_First_Time_Buyer,Individual,,United Kingdom,London,1990-02-24,Personal Use,No,Digital,5
C2_21275,C2_First_Time_Buyer,Individual,Other,United States,Southeast,2000-04-10,Investment,Yes,Social Media,3
C1_10877,C1_Global_Investor,Corporate,Not Applicable,Germany,North Rhine-Westphalia,1984-09-11,Investment,No,Corporate Partnership,5
C4_40025,C4_Luxury_Investor,Individual,,Monaco,Monte Carlo,1981-12-18,Investment,No,Corporate Partnership,5
C2_21016,C2_First_Time_Buyer,Individual,Female,United States,Northeast,2000-08-02,,Yes,Digital,4
C1_10426,C1_Global_Investor,Individual,Male,Canada,Ontario,1982-08-20,Investment,No,Direct,5
C1_10626,C1_Global_Investor,Individual,Female,Singapore,West Region,1973-02-04,Investment,No,Direct,4
C2_20589,C2_First_Time_Buyer,Individual,Other,United Kingdom,South East,1992-01-03,Personal Use,Yes,Agent,1
C2_21223,C2_First_Time_Buyer,Individual,Male,Australia,Victoria,1997-06-25,Personal Use,,Social Media,4
C2_21217,C2_First_Time_Buyer,Individual,Male,United Kingdom,London,1994-05-22,Personal Use,Yes,Digital,4
NX_50083,Noise,Individual,Other,Japan,Kyoto,1994-11-22,Personal Use,No,Agent,1
C2_20485,C2_First_Time_Buyer,Individual,Female,United States,West Coast,2000-10-27,Personal Use,No,Direct,4
C2_20739,C2_First_Time_Buyer,Individual,Male,United Kingdom,London,1991-09-30,Personal Use,Yes,Digital,3
C2_21480,C2_First_Time_Buyer,Individual,Female,United Kingdom,South East,1990-04-16,Personal Use,Yes,Agent,4
C3_30084,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,West Region,1987-09-02,Investment,No,Corporate Partnership,4
C3_30393,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,North Rhine-Westphalia,1991-06-03,Investment,No,Agent,4
C1_10149,C1_Global_Investor,Individual,Other,Canada,Alberta,1993-08-26,Investment,No,Direct,5
C1_10676,C1_Global_Investor,Individual,,Australia,New South Wales,1977-03-26,Investment,No,Direct,4
C2_20261,C2_First_Time_Buyer,Individual,Male,United States,,1992-10-21,Personal Use,Yes,Friend Referral,2
NX_50517,Noise,Corporate,Not Applicable,Japan,Tokyo,1976-01-19,Investment,,Direct,5
C1_10012,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,New Territories,1981-08-03,Investment,No,Agent,5
C2_20833,C2_First_Time_Buyer,Individual,Female,United Kingdom,London,1989-12-31,Personal Use,Yes,Digital,1
C3_30748,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,London,1983-08-16,Investment,Yes,Agent,4
C2_20491,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,1988-07-15,Personal Use,,Agent,2
C3_30227,C3_Corporate_Buyer,Corporate,,Germany,Bavaria,1985-01-08,Investment,No,Agent,3
C4_40186,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1960-06-21,Investment,No,Direct,5
C2_20424,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1991-06-25,Personal Use,No,Agent,3
NX_50205,Noise,Individual,Male,Germany,North Rhine-Westphalia,1977-09-22,Personal Use,Yes,Agent,2
NX_50195,Noise,Individual,Male,Japan,Kyoto,1954-07-15,Personal Use,No,Corporate Partnership,2
C1_10731,C1_Global_Investor,Corporate,Not Applicable,Singapore,North Region,1981-11-06,Investment,No,Corporate Partnership,4
C2_20231,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1995-03-09,Personal Use,Yes,Agent,3
C2_20634,C2_First_Time_Buyer,Individual,Other,Canada,Ontario,1992-01-23,Personal Use,Yes,Digital,4
C4_40436,C4_Luxury_Investor,Corporate,,UAE,Dubai,1987-10-29,Investment,Yes,Friend Referral,4
C2_20210,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1991-02-24,Personal Use,,Digital,3
C3_30768,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1969-08-28,Investment,Yes,Agent,5
C2_20934,C2_First_Time_Buyer,Individual,Male,United States,Southeast,2000-05-12,Personal Use,Yes,Agent,3
C1_10553,C1_Global_Investor,Corporate,Not Applicable,Germany,Bavaria,1973-09-01,Investment,No,Agent,5
C1_10491,C1_Global_Investor,Corporate,Not Applicable,Australia,Western Australia,1991-08-03,Investment,No,Corporate Partnership,4
C3_30462,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Scotland,1964-04-16,Investment,No,Corporate Partnership,4
C2_21329,C2_First_Time_Buyer,Individual,Other,United Kingdom,London,1988-03-11,Personal Use,Yes,Agent,4
C2_21195,C2_First_Time_Buyer,Individual,Male,Australia,Victoria,1991-09-22,Personal Use,Yes,Digital,5
C3_30564,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Berlin,1969-08-02,Personal Use,Yes,Corporate Partnership,5
C1_10657,C1_Global_Investor,Individual,Other,Japan,Nagoya,1964-01-19,Investment,Yes,Direct,5
C2_21374,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1992-06-17,Personal Use,Yes,Friend Referral,3
C2_21225,C2_First_Time_Buyer,Individual,Other,United States,West Coast,2000-09-03,Personal Use,Yes,Social Media,5
C4_40764,C4_Luxury_Investor,Individual,Other,France,,1976-01-18,Personal Use,No,Direct,5
C2_20170,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1997-03-11,Personal Use,Yes,Digital,3
C1_10132,C1_Global_Investor,Individual,Other,Hong Kong,New Territories,1991-09-07,Investment,No,Direct,5
C1_10471,C1_Global_Investor,Corporate,Not Applicable,Singapore,,1993-04-27,Investment,No,Direct,5
C3_30725,C3_Corporate_Buyer,Corporate,,United States,Midwest,1979-01-18,Investment,Yes,Direct,4
C2_20405,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1991-01-02,Personal Use,Yes,Digital,4
C3_30376,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Scotland,1974-04-22,Investment,Yes,Corporate Partnership,5
NX_50104,Noise,Individual,Other,UAE,Abu Dhabi,1990-12-30,Investment,Yes,Corporate Partnership,5
NX_50292,Noise,Individual,Male,Monaco,Fontvieille,1949-04-18,Investment,No,Corporate Partnership,2
C3_30326,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,South East,1978-10-31,Investment,Yes,Corporate Partnership,3
C1_10287,C1_Global_Investor,Individual,Female,Australia,Queensland,1984-07-29,Investment,No,Digital,3
C2_20869,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1989-02-12,Personal Use,Yes,Digital,4
C3_30614,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Scotland,1984-09-03,,No,Agent,3
C4_40125,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Les Moneghetti,1977-07-15,Investment,No,Corporate Partnership,5
C2_21312,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1995-05-07,Personal Use,Yes,Social Media,4
NX_50523,Noise,Individual,Other,Japan,Kyoto,1961-10-30,Personal Use,Yes,,2
C2_20618,C2_First_Time_Buyer,Individual,Other,United Kingdom,London,1991-05-11,Personal Use,Yes,Direct,5
C1_10994,C1_Global_Investor,Individual,Other,Hong Kong,New Territories,1965-11-25,Investment,No,Corporate Partnership,4
C2_20803,C2_First_Time_Buyer,Individual,Male,Australia,Western Australia,1996-05-31,Personal Use,Yes,Social Media,3
C3_30142,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,,1988-06-13,Investment,No,Direct,5
NX_50402,Noise,Individual,Other,United States,Southwest,1960-05-22,Investment,No,Friend Referral,3
C4_40035,C4_Luxury_Investor,Individual,Other,United States,West Coast,1978-08-10,,No,Direct,5
NX_50431,Noise,Corporate,Not Applicable,Canada,Ontario,1991-08-25,Personal Use,No,Agent,3
C4_40411,C4_Luxury_Investor,Individual,Female,UAE,Sharjah,1959-05-22,Investment,No,,4
C2_21107,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1995-09-10,Personal Use,Yes,Friend Referral,4
C3_30544,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1965-11-06,Personal Use,Yes,Corporate Partnership,3
C1_10416,C1_Global_Investor,Individual,Other,Hong Kong,New Territories,1985-06-20,Investment,No,Direct,5
C1_10977,C1_Global_Investor,Individual,Female,Australia,Victoria,1988-01-17,Personal Use,No,Direct,4
C2_21417,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1995-07-14,Personal Use,No,Friend Referral,4
C1_10505,C1_Global_Investor,Individual,Female,Canada,Alberta,1978-02-25,Investment,No,Corporate Partnership,5
C4_40652,C4_Luxury_Investor,Individual,Female,France,Île-de-France,1967-11-14,Investment,No,Agent,5
C4_40755,C4_Luxury_Investor,Individual,Other,Singapore,East Region,1958-09-26,Investment,No,Agent,5
C4_40441,C4_Luxury_Investor,Individual,Male,Singapore,Central Region,1963-03-31,Investment,,Direct,5
C1_10414,C1_Global_Investor,Corporate,Not Applicable,Singapore,East Region,1979-04-16,Investment,No,Corporate Partnership,3
C4_40648,C4_Luxury_Investor,Individual,Male,France,French Riviera,1972-03-29,Investment,,Direct,4
C2_20183,C2_First_Time_Buyer,Individual,Male,United States,,1988-06-06,Personal Use,Yes,Friend Referral,5
C1_10485,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,South East,1976-10-27,Personal Use,No,Direct,5
C1_10893,C1_Global_Investor,Individual,Female,UAE,Ras Al Khaimah,1964-10-30,Investment,No,Agent,5
C1_10805,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,North West,1980-09-30,Investment,No,Agent,4
C1_10555,C1_Global_Investor,Individual,Female,Hong Kong,,1988-06-09,Investment,No,Corporate Partnership,5
C4_40325,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Basel,1960-12-21,Investment,No,Agent,5
C2_20197,C2_First_Time_Buyer,Individual,Female,United States,West Coast,2001-06-15,Personal Use,Yes,Agent,4
C4_40753,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Sharjah,1977-02-19,Investment,No,Direct,5
C4_40558,C4_Luxury_Investor,Individual,Female,Monaco,Les Moneghetti,1986-01-08,Investment,No,Corporate Partnership,4
C2_20293,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1994-02-15,Personal Use,No,Friend Referral,5
C2_21221,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,1995-11-20,Personal Use,Yes,Friend Referral,2
C4_40004,C4_Luxury_Investor,Corporate,,France,French Riviera,1976-06-11,Investment,No,Friend Referral,5
C4_40154,C4_Luxury_Investor,Individual,Male,Switzerland,Zurich,1969-04-19,Investment,No,Direct,5
NX_50358,Noise,Individual,Female,Canada,Alberta,1998-04-12,Personal Use,Yes,Corporate Partnership,1
C3_30506,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Scotland,1984-04-24,Investment,No,Agent,4
C2_21093,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1997-08-25,Personal Use,Yes,Friend Referral,3
C2_21187,C2_First_Time_Buyer,Individual,Male,Australia,Western Australia,1991-02-03,Personal Use,Yes,Digital,4
C3_30536,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1986-12-19,Investment,Yes,Agent,3
C4_40418,C4_Luxury_Investor,Individual,Other,Monaco,Les Moneghetti,1967-01-21,Investment,No,Friend Referral,5
C2_20272,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1999-07-02,Personal Use,Yes,Friend Referral,4
C1_10290,C1_Global_Investor,Individual,Male,Hong Kong,Hong Kong Island,1989-07-16,Investment,No,Corporate Partnership,4
NX_50427,Noise,Individual,Female,Switzerland,Basel,1980-10-29,Personal Use,Yes,Digital,5
C1_10252,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,North West,1971-03-12,Investment,No,Agent,4
C3_30745,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Midwest,1971-09-06,Investment,,Agent,5
C1_10350,C1_Global_Investor,Individual,Male,Japan,Tokyo,1978-01-05,Investment,No,Agent,4
C2_20187,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1997-06-26,Personal Use,Yes,,4
C2_20961,C2_First_Time_Buyer,Individual,Female,Australia,Victoria,1997-09-06,Personal Use,Yes,Digital,3
C1_10422,C1_Global_Investor,Individual,Female,Australia,Victoria,1970-07-18,Investment,No,Corporate Partnership,5
C1_10090,C1_Global_Investor,Individual,Other,Singapore,East Region,1988-09-04,Investment,No,Agent,5
C4_40229,C4_Luxury_Investor,Individual,Female,United Kingdom,London,1987-08-09,Investment,No,Corporate Partnership,5
C2_21236,C2_First_Time_Buyer,Corporate,Male,United Kingdom,Midlands,1992-02-25,Personal Use,Yes,Agent,4
C1_10670,C1_Global_Investor,Individual,Female,United Kingdom,North West,1988-09-03,,,Direct,5
C3_30540,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1969-05-21,Personal Use,No,Corporate Partnership,4
C1_10026,C1_Global_Investor,Individual,Male,Canada,Alberta,1973-05-26,Investment,No,Corporate Partnership,4
C1_10429,C1_Global_Investor,Individual,Male,United Kingdom,South East,1968-12-26,Investment,No,Digital,3
C1_10683,C1_Global_Investor,Corporate,Not Applicable,UAE,,1990-05-25,Investment,No,Agent,5
NX_50063,Noise,Individual,Female,Monaco,Monte Carlo,1961-06-26,Personal Use,No,Direct,2
C4_40445,C4_Luxury_Investor,Corporate,Not Applicable,United States,Southwest,1972-03-02,Investment,No,Agent,5
C4_40023,C4_Luxury_Investor,Individual,Male,UAE,Dubai,1969-08-12,Investment,No,Agent,5
C2_20541,C2_First_Time_Buyer,Individual,Male,United States,West Coast,2001-06-14,Personal Use,Yes,Agent,5
C2_21031,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1994-09-08,Personal Use,Yes,Digital,3
C2_21232,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1993-02-07,Personal Use,,Friend Referral,4
C4_40620,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Sharjah,1968-10-10,Investment,No,Direct,5
C3_30735,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Hamburg,1989-07-02,Investment,No,Agent,5
C1_10254,C1_Global_Investor,Individual,Male,Japan,Kyoto,1982-02-20,Investment,No,Corporate Partnership,5
C2_20029,C2_First_Time_Buyer,Individual,,Australia,Victoria,1988-01-12,Personal Use,Yes,Direct,5
C4_40892,C4_Luxury_Investor,Individual,Male,Monaco,Les Moneghetti,1988-04-06,Investment,No,Agent,5
C4_40300,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1955-02-04,Investment,No,Direct,5
C4_40810,C4_Luxury_Investor,Individual,Other,Switzerland,Geneva,1978-09-28,Investment,No,Direct,5
C3_30009,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Scotland,1968-08-05,Investment,Yes,Agent,4
C2_21292,C2_First_Time_Buyer,Individual,Other,Australia,New South Wales,1993-08-02,Personal Use,No,Friend Referral,4
C2_20323,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1991-06-16,Personal Use,Yes,Digital,2
C2_20550,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1995-10-17,Personal Use,Yes,Direct,4
NX_50247,Noise,Individual,Other,Japan,Kyoto,1978-01-16,Investment,Yes,Direct,1
C1_10315,C1_Global_Investor,Corporate,Not Applicable,Australia,Western Australia,1993-10-02,Investment,No,Direct,5
C2_20242,C2_First_Time_Buyer,Individual,,United States,Northeast,1988-03-06,Personal Use,Yes,Digital,3
C2_21450,C2_First_Time_Buyer,Individual,Female,United Kingdom,North West,1989-06-03,Personal Use,Yes,Friend Referral,4
C2_20578,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1996-07-04,Personal Use,,Digital,4
NX_50225,Noise,Individual,Other,Singapore,North Region,1983-02-18,Personal Use,No,Agent,1
C3_30616,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,Central Region,1989-04-25,Investment,Yes,Agent,3
C1_10069,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,Midlands,1985-07-06,Investment,No,Direct,4
C1_10859,C1_Global_Investor,Individual,Male,Canada,Ontario,1959-04-24,Investment,Yes,Direct,5
C3_30253,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1967-05-28,Investment,No,Direct,5
C2_20632,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1995-09-21,Personal Use,Yes,Digital,4
C2_20650,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1991-11-09,Personal Use,Yes,Friend Referral,2
C4_40360,C4_Luxury_Investor,Individual,Male,UAE,Ras Al Khaimah,1961-12-26,Investment,No,Direct,4
C3_30606,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,Hamburg,1965-02-04,Investment,No,Agent,4
C2_20074,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1989-01-13,Personal Use,Yes,Social Media,5
C4_40501,C4_Luxury_Investor,Individual,Female,United States,Southwest,1984-06-24,Investment,No,Corporate Partnership,4
C1_10787,C1_Global_Investor,Individual,Female,Australia,Victoria,1985-12-19,Personal Use,No,Corporate Partnership,4
C3_30105,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,East Region,1990-07-07,Investment,No,Corporate Partnership,3
C4_40130,C4_Luxury_Investor,Corporate,,Switzerland,Zug,1983-05-01,Investment,No,Direct,4
C2_21121,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1991-09-15,Personal Use,Yes,Digital,4
C2_20874,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1993-10-08,Personal Use,No,Friend Referral,4
C1_10811,C1_Global_Investor,Corporate,,UAE,Dubai,1963-01-05,Investment,Yes,Direct,5
C1_10387,C1_Global_Investor,Individual,Female,Japan,Nagoya,1989-12-01,Investment,No,Direct,5
C3_30382,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,South East,1967-10-25,Personal Use,Yes,Direct,2
C2_20175,C2_First_Time_Buyer,Individual,Male,Australia,Western Australia,1988-11-30,Personal Use,No,Social Media,4
C3_30697,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1980-05-07,Investment,No,Corporate Partnership,5
C3_30123,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1991-10-15,Investment,Yes,Direct,4
C2_20351,C2_First_Time_Buyer,Individual,Female,United States,Southeast,2001-11-23,Personal Use,Yes,Digital,4
C1_10410,C1_Global_Investor,Individual,Female,United Kingdom,Midlands,1971-12-19,Investment,No,Direct,5
C4_40712,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Les Moneghetti,1982-03-10,Investment,No,Direct,5
C1_10109,C1_Global_Investor,Individual,,Hong Kong,Kowloon,1960-05-13,Investment,No,Direct,4
NX_50595,Noise,Individual,Male,United Kingdom,South East,1998-09-13,Investment,Yes,Social Media,1
C3_30929,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,Midlands,1983-09-13,Investment,No,Agent,3
C3_30309,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1974-01-14,Investment,No,Direct,4
C3_30094,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Ras Al Khaimah,1987-12-30,Investment,No,Direct,4
C3_30336,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1989-05-21,Investment,No,Agent,2
C2_21372,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1990-06-23,Personal Use,Yes,Agent,5
C2_20235,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1991-03-15,Personal Use,Yes,Agent,2
C2_21146,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1999-09-27,,Yes,Agent,5
NX_50575,Noise,Individual,Other,Japan,Kyoto,1955-10-27,Personal Use,Yes,Agent,4
C1_10599,C1_Global_Investor,Individual,Female,United Kingdom,South East,1975-04-09,Investment,No,,4
